"hap","population","a","b","c","d","p","odds","padj"
"J2a1a1","AEES",1,166,16684,NA,0.561611928661917,1.22566452875823,1
"N1b1","Han_NWCM",35,10868,6014,NA,0.561875840150504,1.21044365501745,1
"C2a1a4","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"E1b1a1","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"G2a2b","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"L1a1b","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"C2b2","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"Q1b2b","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"Q1a1a2","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"Q1a2a1","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"R1a","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"D1","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"O2a2b","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"J1b","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"R2b","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"J1","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"J1a3a","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"Q1a2a2","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"Q2a1c1","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"C2a1b","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"D1a2a1","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"H1a1","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"L1","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"O2a1b","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"Q2b","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"J2a1a","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"C2b1a2","ANEA",12,387,15925,NA,0.589059248586532,0.810840180433975,1
"D1a1a1","ANWC",2,135,16338,NA,0.592618189497148,0.528493963628466,1
"H1a1","Han_NWCM",2,10901,6028,NA,0.61971070803756,0.553027455197861,1
"J","AESP",1,284,16592,NA,0.62059528629058,1.04327735319256,1
"R1b1a1","ASEA",1,150,16675,NA,0.621103837570516,1.03895607622913,1
"N1a1a3","AEES",1,166,16668,NA,0.626220342109327,1.02459421837181,1
"E1b1b1","ANEA",0,399,16491,NA,0.627349893646054,0,1
"C2a1a3","ANEA",0,399,16490,NA,0.627669042676239,0,1
"N1b1b","AESP",0,285,16587,NA,0.628556361994532,0,1
"O1b2a1","ASEA",0,151,16671,NA,0.629245951087341,0,1
"N1b2a1","ASAF",0,116,16668,NA,0.629361693497099,0,1
"O1b2a1","AEES",0,167,16655,NA,0.630930053159624,0,1
"D1a1b1","ASAF",0,116,16647,NA,0.634008476314935,0,1
"C2a1a2","AESP",0,285,16578,NA,0.634158980724789,0,1
"N1b2a1","ANWC",0,137,16647,NA,0.636465057718581,0,1
"C2a1a1","ASAF",0,116,16633,NA,0.64027705107687,0,1
"Q1a1a","Han_NWCM",31,10872,6016,NA,0.640547103671378,1.22521499668914,1
"N1a1a1","ASAF",0,116,16627,NA,0.643591444327011,0,1
"O1b1a2","Han_NWCM",346,10557,5847,NA,0.644724104816588,1.04717137717387,1
"N1b2a1","ASEA",0,151,16633,NA,0.646028391799575,0,1
"J","ANEA",0,399,16477,NA,0.646277551557436,0,1
"N1a2a1","ASAF",0,116,16615,NA,0.651169133282777,0,1
"O1b","Han_NWCM",4,10899,6029,NA,0.661414711258558,2.21258809189258,1
"R1b","Han_NWCM",4,10899,6029,NA,0.661414711258558,2.21258809189258,1
"R1b1a2","Han_NWCM",4,10899,6029,NA,0.661414711258558,2.21258809189258,1
"G2a","Han_noNWC",2,4773,12154,NA,0.677106444422125,1.2732140759987,1
"Q1b1a3","Han_NWCM",37,10866,6007,NA,0.686157464929071,0.88933747914223,1
"R1b2","Han_NWCM",19,10884,6022,NA,0.688017581920075,1.31405321755539,1
"N1b2","AEES",1,166,16545,NA,0.728811970217087,0.451003257457788,1
"J2a1a1","Han_NWCM",52,10851,5999,NA,0.73166213317045,0.9273704085266,1
"N1a1a3","Han_noNWC",26,4749,12085,NA,0.737385731641455,0.906354446485688,1
"O1a2a2","Han_noNWC",4,4771,12149,NA,0.7663923808167,1.13172374891755,1
"N1b1b","Han_noNWC",18,4757,12115,NA,0.777698386342817,1.06609183961157,1
"O2a2b2","ASEA",5,146,16263,NA,0.811479733331789,1.07309431990653,1
"Q1a1a1","AEES",4,163,16246,NA,0.821504838999856,0.766691276576064,1
"C2b1b1","ANEA",8,391,16156,NA,0.865223443469312,0.87449649870582,1
"O1b1a2","ANEA",13,386,16018,NA,0.883617213278677,1.0454928437726,1
"C2b1a","AEES",0,167,16755,NA,1,0,1
"C2b1a","ANEA",0,399,16523,NA,1,0,1
"C2b1a","ASAF",0,116,16806,NA,1,0,1
"N","ASEA",0,151,16777,NA,1,0,1
"N1a","ASEA",0,151,16747,NA,1,0,1
"N1a1a3","ANWC",0,137,16697,NA,1,0,1
"N1b","ASAF",0,116,16785,NA,1,0,1
"N1b1a1","ASAF",0,116,16796,NA,1,0,1
"O1a1b1","ANWC",0,137,16779,NA,1,0,1
"O1a1b1","ASEA",0,151,16765,NA,1,0,1
"O2a1b2","ANWC",0,137,16700,NA,1,0,1
"O2a1b2","ASEA",0,151,16686,NA,1,0,1
"O2a2","AESP",0,285,16630,NA,1,0,1
"O2a2","ASAF",0,116,16799,NA,1,0,1
"O2a2a2","ANWC",0,137,16711,NA,1,0,1
"O2a2a2","ASEA",0,151,16697,NA,1,0,1
"O2b","ANWC",0,137,16779,NA,1,0,1
"O2b","ASEA",0,151,16765,NA,1,0,1
"N1b1a2","ASEA",0,151,16698,NA,1,0,1
"O1a1a","ASEA",0,151,16768,NA,1,0,1
"O1b1a","AEES",0,167,16755,NA,1,0,1
"O1b1a","ASAF",0,116,16806,NA,1,0,1
"O2a1a","AEES",0,167,16758,NA,1,0,1
"O2a1a","ASAF",0,116,16809,NA,1,0,1
"O2b1a1","AEES",0,167,16735,NA,1,0,1
"O2b1a1","ANEA",0,399,16503,NA,1,0,1
"O2b1a1","ANWC",0,137,16765,NA,1,0,1
"O2b1a1","ASAF",0,116,16786,NA,1,0,1
"R1b1","ASEA",0,151,16777,NA,1,0,1
"C1b1a2","AEES",0,167,16739,NA,1,0,1
"N1b1b","ASEA",0,151,16721,NA,1,0,1
"H","AEES",0,167,16764,NA,1,0,1
"H","ANWC",0,137,16794,NA,1,0,1
"O1a2a2","Han_NWCM",9,10894,6026,NA,1,1.24461276030282,1
"O1a2a2","ANWC",0,137,16783,NA,1,0,1
"O2","ASEA",0,151,16747,NA,1,0,1
"O2b1b","ASAF",0,116,16796,NA,1,0,1
"T","AEES",0,167,16755,NA,1,0,1
"T","ANEA",0,399,16523,NA,1,0,1
"T","ASAF",0,116,16806,NA,1,0,1
"C2b1b2","AEES",0,167,16739,NA,1,0,1
"J2a2a","AEES",0,167,16756,NA,1,0,1
"J2a2a","ANEA",0,399,16524,NA,1,0,1
"O1b","ASEA",0,151,16777,NA,1,0,1
"R1b","ASEA",0,151,16777,NA,1,0,1
"N1b1","ASEA",0,151,16731,NA,1,0,1
"R2a2b1","AEES",0,167,16740,NA,1,0,1
"G2a","AEES",0,167,16760,NA,1,0,1
"G2a","ASAF",0,116,16811,NA,1,0,1
"Q1b2b1","AEES",0,167,16760,NA,1,0,1
"Q1b2b1","ASAF",0,116,16811,NA,1,0,1
"R","AEES",0,167,16764,NA,1,0,1
"R","ANWC",0,137,16794,NA,1,0,1
"L1a1","AEES",0,167,16760,NA,1,0,1
"L1a1","ASAF",0,116,16811,NA,1,0,1
"C2b1","ASAF",0,116,16785,NA,1,0,1
"O1a1b","AEES",0,167,16760,NA,1,0,1
"O1a1b","ASAF",0,116,16811,NA,1,0,1
"L1a2","ANEA",0,399,16510,NA,1,0,1
"L1a2","ASEA",0,151,16758,NA,1,0,1
"N1a2b3","AEES",0,167,16756,NA,1,0,1
"N1a2b3","ANEA",0,399,16524,NA,1,0,1
"N1b2a","ASEA",0,151,16744,NA,1,0,1
"O1a3","AEES",0,167,16764,NA,1,0,1
"O1a3","AESP",0,285,16646,NA,1,0,1
"O1a3","ANWC",0,137,16794,NA,1,0,1
"O2b1","AEES",0,167,16764,NA,1,0,1
"O2b1","AESP",0,285,16646,NA,1,0,1
"O2b1","ANWC",0,137,16794,NA,1,0,1
"Q1a2a","AEES",0,167,16764,NA,1,0,1
"Q1a2a","ANWC",0,137,16794,NA,1,0,1
"Q1b","ANEA",0,399,16524,NA,1,0,1
"R1b1a2","ASEA",0,151,16777,NA,1,0,1
"R2a2","AEES",0,167,16760,NA,1,0,1
"R2a2a1","AEES",0,167,16758,NA,1,0,1
"R2a2a1","ASAF",0,116,16809,NA,1,0,1
"T1a1","AEES",0,167,16764,NA,1,0,1
"T1a1","AESP",0,285,16646,NA,1,0,1
"T1a1","ANWC",0,137,16794,NA,1,0,1
"T1a1a","AEES",0,167,16764,NA,1,0,1
"T1a1a","AESP",0,285,16646,NA,1,0,1
"T1a1a","ANWC",0,137,16794,NA,1,0,1
"O1a","AESP",0,285,16630,NA,1,0,1
"R2","Han_NWCM",7,10896,6027,NA,1,1.29066288272497,1
"R2","AEES",0,167,16756,NA,1,0,1
"R2","ANEA",0,399,16524,NA,1,0,1
"G1a1a1","AEES",0,167,16764,NA,1,0,1
"G1a1a1","AESP",0,285,16646,NA,1,0,1
"G1a1a1","ANWC",0,137,16794,NA,1,0,1
"J2b2a2","ASEA",0,151,16777,NA,1,0,1
"Q1b2a1","ASEA",0,151,16777,NA,1,0,1
"R1b2b","AEES",0,167,16764,NA,1,0,1
"R1b2b","AESP",0,285,16646,NA,1,0,1
"R2a","AEES",0,167,16760,NA,1,0,1
"C2a1","ASAF",0,116,16811,NA,1,0,1
"Q1","AESP",0,285,16646,NA,1,0,1
"J1a","ASEA",0,151,16777,NA,1,0,1
"J2a2a1","ASAF",0,116,16811,NA,1,0,1
"N1a1a","ASAF",0,116,16809,NA,1,0,1
"N2a","ANWC",0,137,16794,NA,1,0,1
"R1a1a","ASEA",0,151,16777,NA,1,0,1
"R1b2b2","ASAF",0,116,16811,NA,1,0,1
"C","ASAF",0,116,16811,NA,1,0,1
"D1a2b1","AEES",0,167,16764,NA,1,0,1
"D1a2b1","ANWC",0,137,16794,NA,1,0,1
"H1a1a4","AEES",0,167,16760,NA,1,0,1
"G2a2a","AEES",0,167,16764,NA,1,0,1
"G2a2a","ANWC",0,137,16794,NA,1,0,1
"N1","ASEA",0,151,16777,NA,1,0,1
"Q2a1","AEES",0,167,16764,NA,1,0,1
"Q2a1","AESP",0,285,16646,NA,1,0,1
"J2b2","AEES",0,167,16764,NA,1,0,1
"J2b2","AESP",0,285,16646,NA,1,0,1
"J2b2","ANWC",0,137,16794,NA,1,0,1
"T1a3b","AEES",0,167,16764,NA,1,0,1
"T1a3b","AESP",0,285,16646,NA,1,0,1
"T1a3b","ANWC",0,137,16794,NA,1,0,1
"C2a1a","ANEA",0,399,16507,NA,1,0,1
"C2a1a","ANWC",0,137,16769,NA,1,0,1
"C2a1a","ASAF",0,116,16790,NA,1,0,1
"C2a1a","ASEA",0,151,16755,NA,1,0,1
"C2a1a1","ANWC",1,136,16613,NA,1,0.667523382854591,1
"C2b1a","AESP",0,285,16637,NA,1,0,1
"C2b1a","ANWC",0,137,16785,NA,1,0,1
"C2b1a","ASEA",0,151,16771,NA,1,0,1
"N","Han_noNWC",1,4774,12154,NA,1,0.636460595042614,1
"N","AESP",0,285,16643,NA,1,0,1
"N","ASAF",0,116,16812,NA,1,0,1
"N1a","AEES",0,167,16731,NA,1,0,1
"N1a","ANWC",0,137,16761,NA,1,0,1
"N1a","ASAF",0,116,16782,NA,1,0,1
"N1a1a3","ASAF",0,116,16718,NA,1,0,1
"N1a1a3","ASEA",0,151,16683,NA,1,0,1
"N1a2a1","AEES",2,165,16566,NA,1,1.00399997600898,1
"N1b","AEES",0,167,16734,NA,1,0,1
"N1b","AESP",0,285,16616,NA,1,0,1
"N1b","ANWC",0,137,16764,NA,1,0,1
"N1b","ASEA",0,151,16750,NA,1,0,1
"N1b1a1","AEES",0,167,16745,NA,1,0,1
"N1b1a1","AESP",0,285,16627,NA,1,0,1
"N1b1a1","ANWC",0,137,16775,NA,1,0,1
"N1b1a1","ASEA",0,151,16761,NA,1,0,1
"O1a1a2","ASEA",2,149,16525,NA,1,0.863088877099109,1
"O1a1b1","AEES",0,167,16749,NA,1,0,1
"O1a1b1","AESP",0,285,16631,NA,1,0,1
"O1a1b1","ASAF",0,116,16800,NA,1,0,1
"O1a3a","AEES",0,167,16751,NA,1,0,1
"O1a3a","ANWC",0,137,16781,NA,1,0,1
"O1a3a","ASAF",0,116,16802,NA,1,0,1
"O1a3a","ASEA",0,151,16767,NA,1,0,1
"O1b2a1","ANWC",0,137,16685,NA,1,0,1
"O2a1b2","AEES",0,167,16670,NA,1,0,1
"O2a1b2","ASAF",0,116,16721,NA,1,0,1
"O2a2","AEES",0,167,16748,NA,1,0,1
"O2a2","ANEA",0,399,16516,NA,1,0,1
"O2a2","ANWC",0,137,16778,NA,1,0,1
"O2a2a1","ASEA",4,147,16334,NA,1,0.992104445013134,1
"O2a2a2","AEES",0,167,16681,NA,1,0,1
"O2b","AEES",0,167,16749,NA,1,0,1
"O2b","AESP",0,285,16631,NA,1,0,1
"O2b","ANEA",0,399,16517,NA,1,0,1
"O2b","ASAF",0,116,16800,NA,1,0,1
"C2a1a2","ANWC",0,137,16726,NA,1,0,1
"C2a1a2","ASAF",0,116,16747,NA,1,0,1
"C2a1a2","ASEA",0,151,16712,NA,1,0,1
"C2a1a3","ASAF",0,116,16773,NA,1,0,1
"C2a1a3","ASEA",0,151,16738,NA,1,0,1
"G2a2","AEES",0,167,16759,NA,1,0,1
"G2a2","AESP",0,285,16641,NA,1,0,1
"G2a2","ANEA",0,399,16527,NA,1,0,1
"G2a2","ANWC",0,137,16789,NA,1,0,1
"G2a2","ASAF",0,116,16810,NA,1,0,1
"G2a2","ASEA",0,151,16775,NA,1,0,1
"N1b1a2","Han_noNWC",23,4752,12097,NA,1,0.959869033223198,1
"N1b1a2","Han_NWCM",54,10849,6000,NA,1,0.995483162610911,1
"N1b1a2","AEES",0,167,16682,NA,1,0,1
"N1b1a2","ANWC",0,137,16712,NA,1,0,1
"N1b1a2","ASAF",0,116,16733,NA,1,0,1
"O1a1a","AEES",0,167,16752,NA,1,0,1
"O1a1a","AESP",0,285,16634,NA,1,0,1
"O1a1a","ANEA",0,399,16520,NA,1,0,1
"O1a1a","ANWC",0,137,16782,NA,1,0,1
"O1b1a","AESP",0,285,16637,NA,1,0,1
"O1b1a","ANWC",0,137,16785,NA,1,0,1
"O1b1a","ASEA",0,151,16771,NA,1,0,1
"O2a1a","AESP",0,285,16640,NA,1,0,1
"O2a1a","ANEA",0,399,16526,NA,1,0,1
"O2a1a","ANWC",0,137,16788,NA,1,0,1
"O2a1a","ASEA",0,151,16774,NA,1,0,1
"O2b1a1","AESP",0,285,16617,NA,1,0,1
"O2b1a1","ASEA",0,151,16751,NA,1,0,1
"Q1a1a","AESP",0,285,16603,NA,1,0,1
"Q1a1a","ANEA",1,398,16490,NA,1,0.941643219486008,1
"Q1a1a","ANWC",0,137,16751,NA,1,0,1
"Q1a1a","ASAF",0,116,16772,NA,1,0,1
"Q1a1a","ASEA",0,151,16737,NA,1,0,1
"Q1b1","Han_noNWC",1,4774,12156,NA,1,1.27315685878894,1
"Q1b1","AESP",0,285,16645,NA,1,0,1
"Q1b1","ANEA",0,399,16531,NA,1,0,1
"Q1b1","ASAF",0,116,16814,NA,1,0,1
"Q1b1","ASEA",0,151,16779,NA,1,0,1
"R1b1","AEES",0,167,16761,NA,1,0,1
"R1b1","AESP",0,285,16643,NA,1,0,1
"R1b1","ANEA",0,399,16529,NA,1,0,1
"R1b1","ANWC",0,137,16791,NA,1,0,1
"R1b1","ASAF",0,116,16812,NA,1,0,1
"C1b1a2","AESP",0,285,16621,NA,1,0,1
"C1b1a2","ANEA",0,399,16507,NA,1,0,1
"C1b1a2","ANWC",0,137,16769,NA,1,0,1
"C1b1a2","ASAF",0,116,16790,NA,1,0,1
"F","Han_noNWC",4,4771,12148,NA,1,1.01848606348139,1
"F","AESP",0,285,16634,NA,1,0,1
"F","ANWC",0,137,16782,NA,1,0,1
"N1a2a","AESP",0,285,16612,NA,1,0,1
"N1a2a","ANWC",0,137,16760,NA,1,0,1
"N1a2a","ASAF",0,116,16781,NA,1,0,1
"N1b1b","AEES",0,167,16705,NA,1,0,1
"N1b1b","ANWC",0,137,16735,NA,1,0,1
"N1b1b","ASAF",0,116,16756,NA,1,0,1
"C2","AEES",0,167,16753,NA,1,0,1
"C2","AESP",0,285,16635,NA,1,0,1
"C2","ASAF",0,116,16804,NA,1,0,1
"H","ANEA",0,399,16532,NA,1,0,1
"H","ASAF",0,116,16815,NA,1,0,1
"H","ASEA",0,151,16780,NA,1,0,1
"N1b1b1","AEES",0,167,16754,NA,1,0,1
"N1b1b1","AESP",0,285,16636,NA,1,0,1
"N1b1b1","ANEA",0,399,16522,NA,1,0,1
"N1b1b1","ANWC",0,137,16784,NA,1,0,1
"N1b1b1","ASAF",0,116,16805,NA,1,0,1
"N1b1b1","ASEA",0,151,16770,NA,1,0,1
"O1a2","AEES",0,167,16763,NA,1,0,1
"O1a2","AESP",0,285,16645,NA,1,0,1
"O1a2","ANEA",0,399,16531,NA,1,0,1
"O1a2","ASAF",0,116,16814,NA,1,0,1
"O1a2a2","AEES",0,167,16753,NA,1,0,1
"O1a2a2","AESP",0,285,16635,NA,1,0,1
"O1a2a2","ANEA",0,399,16521,NA,1,0,1
"O1a2a2","ASAF",0,116,16804,NA,1,0,1
"O2","AEES",0,167,16731,NA,1,0,1
"O2","AESP",0,285,16613,NA,1,0,1
"O2","ANWC",0,137,16761,NA,1,0,1
"O2","ASAF",0,116,16782,NA,1,0,1
"O2b1b","AEES",0,167,16745,NA,1,0,1
"O2b1b","AESP",0,285,16627,NA,1,0,1
"O2b1b","ANEA",0,399,16513,NA,1,0,1
"O2b1b","ANWC",0,137,16775,NA,1,0,1
"O2b1b","ASEA",0,151,16761,NA,1,0,1
"T","AESP",0,285,16637,NA,1,0,1
"T","ANWC",0,137,16785,NA,1,0,1
"T","ASEA",0,151,16771,NA,1,0,1
"D1a1","AEES",0,167,16763,NA,1,0,1
"D1a1","AESP",0,285,16645,NA,1,0,1
"D1a1","ASAF",0,116,16814,NA,1,0,1
"D1a1","ASEA",0,151,16779,NA,1,0,1
"C1a1","AEES",0,167,16763,NA,1,0,1
"C1a1","AESP",0,285,16645,NA,1,0,1
"C1a1","ANEA",0,399,16531,NA,1,0,1
"C1a1","ASAF",0,116,16814,NA,1,0,1
"C1a1","ASEA",0,151,16779,NA,1,0,1
"I2","AEES",0,167,16765,NA,1,0,1
"I2","AESP",0,285,16647,NA,1,0,1
"I2","ANEA",0,399,16533,NA,1,0,1
"I2","ASAF",0,116,16816,NA,1,0,1
"I2","ASEA",0,151,16781,NA,1,0,1
"J","AEES",0,167,16709,NA,1,0,1
"J","ANWC",0,137,16739,NA,1,0,1
"J","ASEA",0,151,16725,NA,1,0,1
"Q1b1a3","ASAF",0,116,16757,NA,1,0,1
"Q1b1a3","ASEA",0,151,16722,NA,1,0,1
"Q2","AEES",0,167,16765,NA,1,0,1
"Q2","AESP",0,285,16647,NA,1,0,1
"Q2","ANEA",0,399,16533,NA,1,0,1
"Q2","ASAF",0,116,16816,NA,1,0,1
"Q2","ASEA",0,151,16781,NA,1,0,1
"R2a2b","Han_noNWC",1,4774,12156,NA,1,1.27315685878894,1
"R2a2b","AEES",0,167,16763,NA,1,0,1
"R2a2b","AESP",0,285,16645,NA,1,0,1
"R2a2b","ANEA",0,399,16531,NA,1,0,1
"R2a2b","ASEA",0,151,16779,NA,1,0,1
"C2b1b2","AESP",0,285,16621,NA,1,0,1
"C2b1b2","ANEA",0,399,16507,NA,1,0,1
"C2b1b2","ANWC",0,137,16769,NA,1,0,1
"C2b1b2","ASAF",0,116,16790,NA,1,0,1
"C2b1b2","ASEA",0,151,16755,NA,1,0,1
"D1a1b1","AEES",1,166,16597,NA,1,0.591623077010005,1
"D1a1b1","ANWC",1,136,16627,NA,1,0.72342798622934,1
"E1b1b","AEES",0,167,16759,NA,1,0,1
"E1b1b","ANEA",0,399,16527,NA,1,0,1
"E1b1b","ANWC",0,137,16789,NA,1,0,1
"E1b1b","ASAF",0,116,16810,NA,1,0,1
"E1b1b","ASEA",0,151,16775,NA,1,0,1
"J2a1a1","ASEA",0,151,16699,NA,1,0,1
"J2a2a","AESP",0,285,16638,NA,1,0,1
"J2a2a","ANWC",0,137,16786,NA,1,0,1
"J2a2a","ASEA",0,151,16772,NA,1,0,1
"O1b","Han_noNWC",1,4774,12154,NA,1,0.636460595042614,1
"O1b","AEES",0,167,16761,NA,1,0,1
"O1b","AESP",0,285,16643,NA,1,0,1
"O1b","ANEA",0,399,16529,NA,1,0,1
"O1b","ANWC",0,137,16791,NA,1,0,1
"O1b","ASAF",0,116,16812,NA,1,0,1
"R1b","Han_noNWC",1,4774,12154,NA,1,0.636460595042614,1
"R1b","AEES",0,167,16761,NA,1,0,1
"R1b","AESP",0,285,16643,NA,1,0,1
"R1b","ANEA",0,399,16529,NA,1,0,1
"R1b","ANWC",0,137,16791,NA,1,0,1
"R1b","ASAF",0,116,16812,NA,1,0,1
"N1b1","AESP",0,285,16597,NA,1,0,1
"N1b1","ANWC",0,137,16745,NA,1,0,1
"N1b1","ASAF",0,116,16766,NA,1,0,1
"O1","AEES",0,167,16759,NA,1,0,1
"O1","AESP",0,285,16641,NA,1,0,1
"O1","ANWC",0,137,16789,NA,1,0,1
"O1","ASAF",0,116,16810,NA,1,0,1
"O1","ASEA",0,151,16775,NA,1,0,1
"O2b2a","Han_noNWC",1,4774,12155,NA,1,0.848706941062042,1
"O2b2a","Han_NWCM",3,10900,6029,NA,1,1.65931164896342,1
"O2b2a","AEES",0,167,16762,NA,1,0,1
"O2b2a","AESP",0,285,16644,NA,1,0,1
"O2b2a","ANEA",0,399,16530,NA,1,0,1
"O2b2a","ANWC",0,137,16792,NA,1,0,1
"O2b2a","ASAF",0,116,16813,NA,1,0,1
"O2b2a","ASEA",0,151,16778,NA,1,0,1
"R2a2b1","ANEA",0,399,16508,NA,1,0,1
"R2a2b1","ANWC",0,137,16770,NA,1,0,1
"J2b","AEES",0,167,16759,NA,1,0,1
"J2b","AESP",0,285,16641,NA,1,0,1
"J2b","ANEA",0,399,16527,NA,1,0,1
"J2b","ANWC",0,137,16789,NA,1,0,1
"J2b","ASEA",0,151,16775,NA,1,0,1
"Q1a2","AEES",0,167,16765,NA,1,0,1
"Q1a2","AESP",0,285,16647,NA,1,0,1
"Q1a2","ANEA",0,399,16533,NA,1,0,1
"Q1a2","ASAF",0,116,16816,NA,1,0,1
"Q1a2","ASEA",0,151,16781,NA,1,0,1
"G2a","Han_NWCM",4,10899,6028,NA,1,1.10616198730633,1
"G2a","AESP",0,285,16642,NA,1,0,1
"G2a","ANEA",0,399,16528,NA,1,0,1
"G2a","ANWC",0,137,16790,NA,1,0,1
"G2a","ASEA",0,151,16776,NA,1,0,1
"N1a2","AESP",0,285,16629,NA,1,0,1
"N1a2","ANEA",0,399,16515,NA,1,0,1
"N1a2","ANWC",0,137,16777,NA,1,0,1
"N1a2","ASAF",0,116,16798,NA,1,0,1
"N1a2","ASEA",0,151,16763,NA,1,0,1
"Q1b2b1","Han_noNWC",1,4774,12153,NA,1,0.509147754412576,1
"Q1b2b1","Han_NWCM",4,10899,6028,NA,1,1.10616198730633,1
"Q1b2b1","AESP",0,285,16642,NA,1,0,1
"Q1b2b1","ANEA",0,399,16528,NA,1,0,1
"Q1b2b1","ASEA",0,151,16776,NA,1,0,1
"R","ANEA",0,399,16532,NA,1,0,1
"R","ASAF",0,116,16815,NA,1,0,1
"R","ASEA",0,151,16780,NA,1,0,1
"I1","Han_noNWC",1,4774,12156,NA,1,1.27315685878894,1
"I1","Han_NWCM",2,10901,6029,NA,1,1.10614249651701,1
"I1","AEES",0,167,16763,NA,1,0,1
"I1","AESP",0,285,16645,NA,1,0,1
"I1","ANEA",0,399,16531,NA,1,0,1
"I1","ASAF",0,116,16814,NA,1,0,1
"I1","ASEA",0,151,16779,NA,1,0,1
"L1a1","Han_noNWC",1,4774,12153,NA,1,0.509147754412576,1
"L1a1","AESP",0,285,16642,NA,1,0,1
"L1a1","ANEA",0,399,16528,NA,1,0,1
"L1a1","ANWC",0,137,16790,NA,1,0,1
"L1a1","ASEA",0,151,16776,NA,1,0,1
"C2b1","AEES",0,167,16734,NA,1,0,1
"C2b1","AESP",0,285,16616,NA,1,0,1
"C2b1","ANWC",0,137,16764,NA,1,0,1
"G1","AEES",0,167,16763,NA,1,0,1
"G1","AESP",0,285,16645,NA,1,0,1
"G1","ANEA",0,399,16531,NA,1,0,1
"G1","ASAF",0,116,16814,NA,1,0,1
"G1","ASEA",0,151,16779,NA,1,0,1
"Q2a","Han_noNWC",1,4774,12155,NA,1,0.848706941062042,1
"Q2a","AEES",0,167,16762,NA,1,0,1
"Q2a","AESP",0,285,16644,NA,1,0,1
"Q2a","ANEA",0,399,16530,NA,1,0,1
"Q2a","ASAF",0,116,16813,NA,1,0,1
"Q2a","ASEA",0,151,16778,NA,1,0,1
"O","AEES",0,167,16765,NA,1,0,1
"O","AESP",0,285,16647,NA,1,0,1
"O","ANEA",0,399,16533,NA,1,0,1
"O","ASAF",0,116,16816,NA,1,0,1
"O","ASEA",0,151,16781,NA,1,0,1
"O1a1b","Han_noNWC",1,4774,12153,NA,1,0.509147754412576,1
"O1a1b","AESP",0,285,16642,NA,1,0,1
"O1a1b","ANEA",0,399,16528,NA,1,0,1
"O1a1b","ANWC",0,137,16790,NA,1,0,1
"O1a1b","ASEA",0,151,16776,NA,1,0,1
"C2a","AESP",0,285,16641,NA,1,0,1
"C2a","ANEA",0,399,16527,NA,1,0,1
"C2a","ANWC",0,137,16789,NA,1,0,1
"C2a","ASAF",0,116,16810,NA,1,0,1
"C2a","ASEA",0,151,16775,NA,1,0,1
"C2a1a4","AEES",0,167,16763,NA,1,0,1
"C2a1a4","AESP",0,285,16645,NA,1,0,1
"C2a1a4","ANEA",0,399,16531,NA,1,0,1
"C2a1a4","ASAF",0,116,16814,NA,1,0,1
"C2a1a4","ASEA",0,151,16779,NA,1,0,1
"C2b1b","ANWC",0,137,16777,NA,1,0,1
"C2b1b","ASAF",0,116,16798,NA,1,0,1
"E1b1a1","AEES",0,167,16763,NA,1,0,1
"E1b1a1","AESP",0,285,16645,NA,1,0,1
"E1b1a1","ANEA",0,399,16531,NA,1,0,1
"E1b1a1","ASAF",0,116,16814,NA,1,0,1
"E1b1a1","ASEA",0,151,16779,NA,1,0,1
"E1b1b1","ASEA",0,151,16739,NA,1,0,1
"G2a2b","AEES",0,167,16763,NA,1,0,1
"G2a2b","AESP",0,285,16645,NA,1,0,1
"G2a2b","ANEA",0,399,16531,NA,1,0,1
"G2a2b","ASAF",0,116,16814,NA,1,0,1
"G2a2b","ASEA",0,151,16779,NA,1,0,1
"G2a2b2","AEES",0,167,16754,NA,1,0,1
"G2a2b2","AESP",0,285,16636,NA,1,0,1
"G2a2b2","ASEA",0,151,16770,NA,1,0,1
"G2b","Han_noNWC",0,4775,12157,NA,1,0,1
"G2b","Han_NWCM",1,10902,6030,NA,1,Inf,1
