ID	Group	Population_Count
GU733757	Manobos	43.0
GU733758	Manobos	43.0
GU733759	Manobos	43.0
GU733760	Manobos	43.0
GU733761	Manobos	43.0
GU733762	Manobos	43.0
GU733763	Manobos	43.0
GU733764	Manobos	43.0
GU733765	Manobos	43.0
GU733766	Manobos	43.0
GU733767	Manobos	43.0
GU733768	Manobos	43.0
GU733769	Manobos	43.0
GU733770	Manobos	43.0
GU733771	Manobos	43.0
GU733772	Manobos	43.0
GU733773	Manobos	43.0
GU733774	Manobos	43.0
GU733775	Manobos	43.0
GU733776	Manobos	43.0
GU733777	Manobos	43.0
GU733778	Manobos	43.0
GU733779	Manobos	43.0
GU733780	Manobos	43.0
GU733781	Manobos	43.0
GU733782	Manobos	43.0
GU733783	Manobos	43.0
GU733784	Manobos	43.0
GU733785	Manobos	43.0
GU733786	Manobos	43.0
GU733787	Manobos	43.0
GU733788	Manobos	43.0
GU733789	Manobos	43.0
GU733790	Manobos	43.0
GU733791	Manobos	43.0
GU733792	Manobos	43.0
GU733793	Manobos	43.0
GU733794	Manobos	43.0
GU733795	Manobos	43.0
GU733796	Manobos	43.0
GU733797	Manobos	43.0
GU733798	Manobos	43.0
GU733799	Manobos	43.0
GU733718	Mamanwas	39.0
GU733719	Mamanwas	39.0
GU733720	Mamanwas	39.0
GU733721	Mamanwas	39.0
GU733722	Mamanwas	39.0
GU733723	Mamanwas	39.0
GU733724	Mamanwas	39.0
GU733725	Mamanwas	39.0
GU733726	Mamanwas	39.0
GU733727	Mamanwas	39.0
GU733728	Mamanwas	39.0
GU733729	Mamanwas	39.0
GU733730	Mamanwas	39.0
GU733731	Mamanwas	39.0
GU733732	Mamanwas	39.0
GU733733	Mamanwas	39.0
GU733734	Mamanwas	39.0
GU733735	Mamanwas	39.0
GU733736	Mamanwas	39.0
GU733737	Mamanwas	39.0
GU733738	Mamanwas	39.0
GU733739	Mamanwas	39.0
GU733740	Mamanwas	39.0
GU733741	Mamanwas	39.0
GU733742	Mamanwas	39.0
GU733743	Mamanwas	39.0
GU733744	Mamanwas	39.0
GU733745	Mamanwas	39.0
GU733746	Mamanwas	39.0
GU733747	Mamanwas	39.0
GU733748	Mamanwas	39.0
GU733749	Mamanwas	39.0
GU733750	Mamanwas	39.0
GU733751	Mamanwas	39.0
GU733752	Mamanwas	39.0
GU733753	Mamanwas	39.0
GU733754	Mamanwas	39.0
GU733755	Mamanwas	39.0
GU733756	Mamanwas	39.0
HGDP01254	Mozabite	28.0
HGDP01255	Mozabite	28.0
HGDP01256	Mozabite	28.0
HGDP01257	Mozabite	28.0
HGDP01258	Mozabite	28.0
HGDP01259	Mozabite	28.0
HGDP01260	Mozabite	28.0
HGDP01261	Mozabite	28.0
HGDP01262	Mozabite	28.0
HGDP01263	Mozabite	28.0
HGDP01264	Mozabite	28.0
HGDP01265	Mozabite	28.0
HGDP01266	Mozabite	28.0
HGDP01267	Mozabite	28.0
HGDP01268	Mozabite	28.0
HGDP01269	Mozabite	28.0
HGDP01270	Mozabite	28.0
HGDP01271	Mozabite	28.0
HGDP01272	Mozabite	28.0
HGDP01273	Mozabite	28.0
HGDP01275	Mozabite	28.0
HGDP01276	Mozabite	28.0
HGDP01277	Mozabite	28.0
HGDP01279	Mozabite	28.0
HGDP01280	Mozabite	28.0
HGDP01282	Mozabite	28.0
HGDP00985	Biaka	24.0
HGDP00986	Biaka	24.0
HGDP01086	Biaka	24.0
HGDP01087	Biaka	24.0
HGDP01090	Biaka	24.0
HGDP01092	Biaka	24.0
HGDP01094	Biaka	24.0
HGDP01283	Mozabite	28.0
HGDP01285	Mozabite	28.0
HGDP00542	Papuan	494.0
HGDP00543	Papuan	494.0
HGDP00544	Papuan	494.0
HGDP00545	Papuan	494.0
HGDP00546	Papuan	494.0
HGDP00547	Papuan	494.0
HGDP00549	Papuan	494.0
HGDP00550	Papuan	494.0
HGDP00551	Papuan	494.0
HGDP00553	Papuan	494.0
HGDP00555	Papuan	494.0
HGDP00556	Papuan	494.0
HGDP00452	Biaka	24.0
HGDP00453	Biaka	24.0
HGDP00454	Biaka	24.0
HGDP00455	Biaka	24.0
HGDP00458	Biaka	24.0
HGDP00459	Biaka	24.0
HGDP00460	Biaka	24.0
HGDP00464	Biaka	24.0
HGDP00465	Biaka	24.0
HGDP00466	Biaka	24.0
HGDP00469	Biaka	24.0
HGDP00470	Biaka	24.0
HGDP00472	Biaka	24.0
HGDP00473	Biaka	24.0
HGDP00475	Biaka	24.0
HGDP00479	Biaka	24.0
EU007859	Yakut	63.0
EU007860	Yakut	63.0
EU007861	Yakut	63.0
EU007862	Yakut	63.0
EU007848	Koryak	78.0
EU007849	Koryak	78.0
EU007850	Koryak	78.0
EU007851	Koryak	78.0
EU007867	Kazak	47.0
EU007868	Kazak	47.0
EU007869	Kazak	47.0
EU007870	Kazak	47.0
EU007871	Kazak	47.0
EU007872	Kazak	47.0
EU007835	Chukchi	55.0
EU007836	Chukchi	55.0
EU007837	Chukchi	55.0
EU007838	Chukchi	55.0
EU007839	Chukchi	55.0
EU007840	Chukchi	55.0
EU007841	Chukchi	55.0
EU007894	Chukchi	55.0
KT725860	Zang	525.0
KT725861	Zang	525.0
KT725862	Zang	525.0
KT725863	Zang	525.0
KT725864	Zang	525.0
KT725865	Zang	525.0
KT725866	Zang	525.0
KT725867	Zang	525.0
KT726136	Monpa	49.0
KT726137	Monpa	49.0
KT726138	Monpa	49.0
KT726139	Monpa	49.0
KT726140	Monpa	49.0
KT726141	Monpa	49.0
KT726142	Monpa	49.0
KT726143	Monpa	49.0
KT726144	Monpa	49.0
KT726145	Monpa	49.0
KT726146	Monpa	49.0
KT726147	Monpa	49.0
KT726148	Monpa	49.0
KT726149	Monpa	49.0
KT726150	Monpa	49.0
KT726151	Monpa	49.0
KT726152	Monpa	49.0
KT726135	Lhoba	92.0
KF540701	Han	7581.0
KF540702	Han	7581.0
KF540703	Han	7581.0
KF540704	Han	7581.0
KF540705	Han	7581.0
KF540706	Han	7581.0
KF540707	Han	7581.0
KF540708	Han	7581.0
KF540709	Han	7581.0
KF540710	Han	7581.0
KF540711	Han	7581.0
KF540712	Han	7581.0
KF540713	Han	7581.0
KF540714	Han	7581.0
KF540715	Han	7581.0
KF540716	Han	7581.0
KF540717	Han	7581.0
KF540718	Han	7581.0
KF540719	Han	7581.0
KF540720	Han	7581.0
KF540721	Han	7581.0
KF540722	Han	7581.0
KF540723	Han	7581.0
KF540724	Han	7581.0
KF540725	Han	7581.0
KF540726	Han	7581.0
KF540727	Han	7581.0
KF540728	Han	7581.0
KF540729	Han	7581.0
KF540730	Han	7581.0
KF540731	Han	7581.0
KF540732	Han	7581.0
KF540733	Han	7581.0
KF540734	Han	7581.0
KF540735	Han	7581.0
KF540736	Han	7581.0
KF540737	Han	7581.0
KF540738	Han	7581.0
KF540739	Han	7581.0
KF540740	Han	7581.0
KF540741	Han	7581.0
KF540742	Han	7581.0
KF540743	Han	7581.0
KF540744	Han	7581.0
KF540745	Han	7581.0
KF540746	Han	7581.0
KF540747	Han	7581.0
KF540748	Han	7581.0
KF540749	Han	7581.0
KF540750	Han	7581.0
JX152961	Greek	23.0
JX152963	Greek	23.0
JX152964	Greek	23.0
JX153048	Greek	23.0
JX153049	Greek	23.0
JX153050	Greek	23.0
JX153051	Greek	23.0
JX153052	Greek	23.0
JX153053	Greek	23.0
JX153055	Greek	23.0
JX153059	Greek	23.0
JX153116	Greek	23.0
JX153117	Greek	23.0
JX153118	Greek	23.0
KC867106	Greek	23.0
HQ184065	Belarusian	39.0
HQ423397	Belarusian	39.0
KC867104	Belarusian	39.0
KC867127	Belarusian	39.0
MF765798	Belarusian	39.0
KP345981	Bamar	57.0
KP346017	Bamar	57.0
EU545420	Czech	78.0
EU545421	Czech	78.0
EU545422	Czech	78.0
EU545423	Czech	78.0
EU545424	Czech	78.0
EU545425	Czech	78.0
EU545426	Czech	78.0
EU545427	Czech	78.0
HM184912	Czech	78.0
EU545415	Belarusian	39.0
EU545430	Belarusian	39.0
EU545431	Belarusian	39.0
EU545464	Belarusian	39.0
EU545465	Belarusian	39.0
GQ129167	Czech	78.0
GU296560	Czech	78.0
GU296561	Czech	78.0
GU296562	Czech	78.0
GU296563	Czech	78.0
GU296564	Czech	78.0
GU296565	Czech	78.0
GU296566	Czech	78.0
GU296567	Czech	78.0
GU296568	Czech	78.0
GU296569	Czech	78.0
GU296570	Czech	78.0
GU296571	Czech	78.0
GU296572	Czech	78.0
JX441882	Czech	78.0
KF564293	Czech	78.0
KF647698	Czech	78.0
KP340171	Czech	78.0
GU296578	Belarusian	39.0
GU296579	Belarusian	39.0
GU296580	Belarusian	39.0
GU296581	Belarusian	39.0
GU296582	Belarusian	39.0
GU296583	Belarusian	39.0
GU296648	Belarusian	39.0
GU296649	Belarusian	39.0
GU296650	Belarusian	39.0
GU296651	Belarusian	39.0
GU296652	Belarusian	39.0
GU296653	Belarusian	39.0
GU296654	Belarusian	39.0
GU296655	Belarusian	39.0
GU296656	Belarusian	39.0
GU296657	Belarusian	39.0
KM096764	Belarusian	39.0
GU122975	Mishar	71.0
GU122976	Mishar	71.0
GU122977	Mishar	71.0
GU122978	Mishar	71.0
GU122979	Mishar	71.0
GU122980	Mishar	71.0
GU122981	Mishar	71.0
GU122982	Mishar	71.0
GU122983	Mishar	71.0
GU122984	Mishar	71.0
GU122985	Mishar	71.0
GU122986	Mishar	71.0
GU122987	Mishar	71.0
GU122988	Mishar	71.0
GU122989	Mishar	71.0
GU122990	Mishar	71.0
GU122991	Mishar	71.0
GU122992	Mishar	71.0
GU122993	Mishar	71.0
GU122994	Mishar	71.0
GU122995	Mishar	71.0
GU122996	Mishar	71.0
GU122998	Mishar	71.0
GU122999	Mishar	71.0
GU123000	Mishar	71.0
GU123001	Mishar	71.0
GU123002	Mishar	71.0
GU123003	Mishar	71.0
GU123004	Mishar	71.0
GU123005	Mishar	71.0
GU123006	Mishar	71.0
GU123007	Mishar	71.0
GU123008	Mishar	71.0
GU123010	Mishar	71.0
GU123011	Mishar	71.0
GU123012	Mishar	71.0
GU123013	Mishar	71.0
GU123014	Mishar	71.0
GU123015	Mishar	71.0
GU123016	Mishar	71.0
GU123017	Mishar	71.0
GU123018	Mishar	71.0
GU123019	Mishar	71.0
GU123020	Mishar	71.0
GU123021	Mishar	71.0
GU123022	Mishar	71.0
GU123023	Mishar	71.0
GU123024	Mishar	71.0
GU123025	Mishar	71.0
GU123026	Mishar	71.0
GU123027	Mishar	71.0
GU123028	Mishar	71.0
GU123029	Mishar	71.0
GU123030	Mishar	71.0
GU123031	Mishar	71.0
GU123032	Mishar	71.0
GU123033	Mishar	71.0
GU123034	Mishar	71.0
GU123035	Mishar	71.0
GU123036	Mishar	71.0
GU123037	Mishar	71.0
GU123038	Mishar	71.0
GU123039	Mishar	71.0
GU123040	Mishar	71.0
GU123041	Mishar	71.0
GU123042	Mishar	71.0
GU123043	Mishar	71.0
GU123044	Mishar	71.0
GU123045	Mishar	71.0
GU123046	Mishar	71.0
GU123047	Mishar	71.0
MG952837	Hungarian	48.0
MG952838	Hungarian	48.0
MG952839	Hungarian	48.0
MG952840	Hungarian	48.0
MG952841	Hungarian	48.0
MG952842	Hungarian	48.0
MG952843	Hungarian	48.0
MG952844	Hungarian	48.0
MG952845	Hungarian	48.0
MG952846	Hungarian	48.0
MG952847	Hungarian	48.0
MG952848	Hungarian	48.0
MG952849	Hungarian	48.0
MG952850	Hungarian	48.0
MG952851	Hungarian	48.0
MG952852	Hungarian	48.0
MG952853	Hungarian	48.0
MG952854	Hungarian	48.0
MG952855	Hungarian	48.0
MG952856	Hungarian	48.0
MG952857	Hungarian	48.0
MG952858	Hungarian	48.0
MG952859	Hungarian	48.0
MG952860	Hungarian	48.0
MG952861	Hungarian	48.0
MG952862	Hungarian	48.0
MG952863	Hungarian	48.0
MG952864	Hungarian	48.0
MG952865	Hungarian	48.0
MG952866	Hungarian	48.0
MG952867	Hungarian	48.0
MG952868	Hungarian	48.0
MG952869	Hungarian	48.0
MG952870	Hungarian	48.0
MG952871	Hungarian	48.0
MG952872	Hungarian	48.0
MG952873	Hungarian	48.0
MG952874	Hungarian	48.0
MG952875	Hungarian	48.0
MG952876	Hungarian	48.0
KY408285	Italian	2186.0
KY408292	Italian	2186.0
KY408302	Italian	2186.0
KY408394	Italian	2186.0
KY408401	Italian	2186.0
KY408405	Italian	2186.0
KY408410	Italian	2186.0
KY408424	Italian	2186.0
KY408426	Italian	2186.0
KY408433	Italian	2186.0
KY408448	Italian	2186.0
KY408489	Italian	2186.0
KY408502	Italian	2186.0
KY408504	Italian	2186.0
KY408514	Italian	2186.0
KY408517	Italian	2186.0
KY408547	Italian	2186.0
KY408592	Italian	2186.0
KY408598	Italian	2186.0
KY408600	Italian	2186.0
KY408616	Italian	2186.0
KY408639	Italian	2186.0
KY408657	Italian	2186.0
KY408738	Italian	2186.0
KY408746	Italian	2186.0
KY408769	Italian	2186.0
KY408781	Italian	2186.0
KY408790	Italian	2186.0
KY408794	Italian	2186.0
KY408819	Italian	2186.0
KY408831	Italian	2186.0
KY408848	Italian	2186.0
KY408862	Italian	2186.0
KY408936	Italian	2186.0
KY408969	Italian	2186.0
KY408976	Italian	2186.0
KY408985	Italian	2186.0
KY409006	Italian	2186.0
KY409030	Italian	2186.0
KY409037	Italian	2186.0
KY409038	Italian	2186.0
KY409047	Italian	2186.0
KY409067	Italian	2186.0
KY409070	Italian	2186.0
KY409090	Italian	2186.0
KY409097	Italian	2186.0
KY409111	Italian	2186.0
KY409135	Italian	2186.0
KY409138	Italian	2186.0
KY409142	Italian	2186.0
KY409169	Italian	2186.0
KY409203	Italian	2186.0
KY409217	Italian	2186.0
KY409221	Italian	2186.0
KY409222	Italian	2186.0
KY409229	Italian	2186.0
KY409231	Italian	2186.0
KY409233	Italian	2186.0
KY409237	Italian	2186.0
KY409241	Italian	2186.0
KY409242	Italian	2186.0
KY409243	Italian	2186.0
KY409244	Italian	2186.0
KY409245	Italian	2186.0
KY409250	Italian	2186.0
KY409251	Italian	2186.0
KY409254	Italian	2186.0
KY409345	Italian	2186.0
KY409421	Italian	2186.0
KY409422	Italian	2186.0
KY409423	Italian	2186.0
KY409424	Italian	2186.0
KY409430	Italian	2186.0
KY409431	Italian	2186.0
KY409432	Italian	2186.0
KY409433	Italian	2186.0
KY409434	Italian	2186.0
KY409435	Italian	2186.0
KY409437	Italian	2186.0
KY409439	Italian	2186.0
KY409440	Italian	2186.0
KY409442	Italian	2186.0
KY409443	Italian	2186.0
KY409444	Italian	2186.0
KY409445	Italian	2186.0
KY409447	Italian	2186.0
KY409452	Italian	2186.0
KY409453	Italian	2186.0
KY409457	Italian	2186.0
KY409458	Italian	2186.0
KY409461	Italian	2186.0
KY409463	Italian	2186.0
KY409465	Italian	2186.0
KY409468	Italian	2186.0
KY409469	Italian	2186.0
KY409470	Italian	2186.0
KY409475	Italian	2186.0
KY409476	Italian	2186.0
KY409479	Italian	2186.0
KY409480	Italian	2186.0
KY409482	Italian	2186.0
KY409484	Italian	2186.0
KY409485	Italian	2186.0
KY409488	Italian	2186.0
KY409489	Italian	2186.0
KY409491	Italian	2186.0
KY409493	Italian	2186.0
KY409495	Italian	2186.0
KY409496	Italian	2186.0
KY409497	Italian	2186.0
KY409504	Italian	2186.0
KY409509	Italian	2186.0
KY409510	Italian	2186.0
KY409511	Italian	2186.0
KY409512	Italian	2186.0
KY409515	Italian	2186.0
KY409516	Italian	2186.0
KY409517	Italian	2186.0
KY409518	Italian	2186.0
KY409519	Italian	2186.0
KY409521	Italian	2186.0
KY409528	Italian	2186.0
KY409531	Italian	2186.0
KY409532	Italian	2186.0
KY409533	Italian	2186.0
KY409536	Italian	2186.0
KY409538	Italian	2186.0
KY409542	Italian	2186.0
KY409543	Italian	2186.0
KY409546	Italian	2186.0
KY409547	Italian	2186.0
KY409552	Italian	2186.0
KY409557	Italian	2186.0
KY409559	Italian	2186.0
KY409560	Italian	2186.0
KY409561	Italian	2186.0
KY409564	Italian	2186.0
KY409565	Italian	2186.0
KY409566	Italian	2186.0
KY409569	Italian	2186.0
KY409571	Italian	2186.0
KY409572	Italian	2186.0
KY409573	Italian	2186.0
KY409574	Italian	2186.0
KY409576	Italian	2186.0
KY409594	Italian	2186.0
KY409595	Italian	2186.0
KY409622	Italian	2186.0
KY409629	Italian	2186.0
KY409633	Italian	2186.0
KY409634	Italian	2186.0
KY409645	Italian	2186.0
KY409647	Italian	2186.0
KY409659	Italian	2186.0
KY409670	Italian	2186.0
KY409671	Italian	2186.0
KY409673	Italian	2186.0
KY409674	Italian	2186.0
KY409678	Italian	2186.0
KY409680	Italian	2186.0
KY409681	Italian	2186.0
KY409683	Italian	2186.0
KY409686	Italian	2186.0
KY409688	Italian	2186.0
KY409689	Italian	2186.0
KY409691	Italian	2186.0
KY409695	Italian	2186.0
KY409701	Italian	2186.0
KY409703	Italian	2186.0
KY409704	Italian	2186.0
KY409705	Italian	2186.0
KY409706	Italian	2186.0
KY409707	Italian	2186.0
KY409709	Italian	2186.0
KY409710	Italian	2186.0
KY409711	Italian	2186.0
KY409713	Italian	2186.0
KY409714	Italian	2186.0
KY409715	Italian	2186.0
KY409718	Italian	2186.0
KY409720	Italian	2186.0
KY409721	Italian	2186.0
KY409723	Italian	2186.0
KY409725	Italian	2186.0
KY409731	Italian	2186.0
KY409743	Italian	2186.0
KY409745	Italian	2186.0
KY409748	Italian	2186.0
KY409749	Italian	2186.0
KY409750	Italian	2186.0
KY409751	Italian	2186.0
KY409753	Italian	2186.0
KY409754	Italian	2186.0
KY409755	Italian	2186.0
KY409759	Italian	2186.0
KY409761	Italian	2186.0
KY409762	Italian	2186.0
KY409765	Italian	2186.0
KY409767	Italian	2186.0
KY409769	Italian	2186.0
KY409777	Italian	2186.0
KY409778	Italian	2186.0
KY409780	Italian	2186.0
KY409782	Italian	2186.0
KY409787	Italian	2186.0
KY409788	Italian	2186.0
KY409789	Italian	2186.0
KY409791	Italian	2186.0
KY409794	Italian	2186.0
KY409795	Italian	2186.0
KY409796	Italian	2186.0
KY409798	Italian	2186.0
KY409799	Italian	2186.0
KY409800	Italian	2186.0
KY409805	Italian	2186.0
KY409806	Italian	2186.0
KY409811	Italian	2186.0
KY409813	Italian	2186.0
KY409816	Italian	2186.0
KY409817	Italian	2186.0
KY409818	Italian	2186.0
KY409820	Italian	2186.0
KY409821	Italian	2186.0
KY409822	Italian	2186.0
KY409828	Italian	2186.0
KY409837	Italian	2186.0
KY409841	Italian	2186.0
KY409842	Italian	2186.0
KY409843	Italian	2186.0
KY409845	Italian	2186.0
KY409850	Italian	2186.0
KY409852	Italian	2186.0
KY409858	Italian	2186.0
KY409859	Italian	2186.0
KY409862	Italian	2186.0
KY409868	Italian	2186.0
KY409870	Italian	2186.0
KY409873	Italian	2186.0
KY409874	Italian	2186.0
KY409877	Italian	2186.0
KY409879	Italian	2186.0
KY409884	Italian	2186.0
KY409888	Italian	2186.0
KY409889	Italian	2186.0
KY409893	Italian	2186.0
KY409896	Italian	2186.0
KY409898	Italian	2186.0
KY409905	Italian	2186.0
KY409907	Italian	2186.0
KY409908	Italian	2186.0
KY409909	Italian	2186.0
KY409910	Italian	2186.0
KY409916	Italian	2186.0
KY409917	Italian	2186.0
KY409919	Italian	2186.0
KY409920	Italian	2186.0
KY409922	Italian	2186.0
KY409924	Italian	2186.0
KY409937	Italian	2186.0
KY409938	Italian	2186.0
KY409941	Italian	2186.0
KY409942	Italian	2186.0
KY409944	Italian	2186.0
KY409947	Italian	2186.0
KY409949	Italian	2186.0
KY409971	Italian	2186.0
KY409972	Italian	2186.0
KY409974	Italian	2186.0
KY409977	Italian	2186.0
KY409978	Italian	2186.0
KY409979	Italian	2186.0
KY409983	Italian	2186.0
KY409985	Italian	2186.0
KY409987	Italian	2186.0
KY409992	Italian	2186.0
KY409993	Italian	2186.0
KY409995	Italian	2186.0
KY409997	Italian	2186.0
KY409998	Italian	2186.0
KY409999	Italian	2186.0
KY410002	Italian	2186.0
KY410004	Italian	2186.0
KY410005	Italian	2186.0
KY410007	Italian	2186.0
KY410008	Italian	2186.0
KY410009	Italian	2186.0
KY410010	Italian	2186.0
KY410013	Italian	2186.0
KY410014	Italian	2186.0
KY410016	Italian	2186.0
KY410018	Italian	2186.0
KY410019	Italian	2186.0
KY410020	Italian	2186.0
KY410021	Italian	2186.0
KY410022	Italian	2186.0
KY410025	Italian	2186.0
KY410026	Italian	2186.0
KY410028	Italian	2186.0
KY410029	Italian	2186.0
KY410030	Italian	2186.0
KY410032	Italian	2186.0
KY410033	Italian	2186.0
KY410035	Italian	2186.0
KY410037	Italian	2186.0
KY410042	Italian	2186.0
KY410043	Italian	2186.0
KY410044	Italian	2186.0
KY410047	Italian	2186.0
KY410049	Italian	2186.0
KY410050	Italian	2186.0
KY410060	Italian	2186.0
KY410062	Italian	2186.0
KY410067	Italian	2186.0
KY410073	Italian	2186.0
KY410074	Italian	2186.0
KY410076	Italian	2186.0
KY410077	Italian	2186.0
KY410079	Italian	2186.0
KY410083	Italian	2186.0
KY410087	Italian	2186.0
KY410090	Italian	2186.0
KY410092	Italian	2186.0
KY410105	Italian	2186.0
KY410107	Italian	2186.0
KY410111	Italian	2186.0
KY410113	Italian	2186.0
KY410114	Italian	2186.0
KY410115	Italian	2186.0
KY410119	Italian	2186.0
KY410120	Italian	2186.0
KY410121	Italian	2186.0
KY410122	Italian	2186.0
KY410123	Italian	2186.0
KY410125	Italian	2186.0
KY410128	Italian	2186.0
KY410132	Italian	2186.0
KY410133	Italian	2186.0
KY410139	Italian	2186.0
KY410143	Italian	2186.0
KY410144	Italian	2186.0
KY410145	Italian	2186.0
KY410146	Italian	2186.0
KY410148	Italian	2186.0
KY410149	Italian	2186.0
KY410150	Italian	2186.0
KY410151	Italian	2186.0
KY410152	Italian	2186.0
KY410159	Italian	2186.0
KY410163	Italian	2186.0
KY410164	Italian	2186.0
KY410165	Italian	2186.0
KY410168	Italian	2186.0
KY410169	Italian	2186.0
KY410170	Italian	2186.0
KY410173	Italian	2186.0
KY410174	Italian	2186.0
KY410175	Italian	2186.0
KY410177	Italian	2186.0
KY410178	Italian	2186.0
KY410182	Italian	2186.0
KY410189	Italian	2186.0
KY410192	Italian	2186.0
KY410193	Italian	2186.0
KY410194	Italian	2186.0
KY410199	Italian	2186.0
KY410201	Italian	2186.0
KY410203	Italian	2186.0
KY410205	Italian	2186.0
KY410206	Italian	2186.0
KY410208	Italian	2186.0
KY410210	Italian	2186.0
KY410211	Italian	2186.0
KY410212	Italian	2186.0
KY410213	Italian	2186.0
KY410214	Italian	2186.0
KY410215	Italian	2186.0
KY410217	Italian	2186.0
KY410218	Italian	2186.0
KY410220	Italian	2186.0
KY410221	Italian	2186.0
JQ798097	Czech	78.0
AY713976	Indian	75.0
AY713977	Indian	75.0
AY713980	Indian	75.0
AY713981	Indian	75.0
AY713987	Indian	75.0
AY713988	Indian	75.0
AY713993	Indian	75.0
AY713998	Indian	75.0
AY714001	Indian	75.0
AY714005	Indian	75.0
AY714006	Indian	75.0
AY714008	Indian	75.0
AY714015	Indian	75.0
AY714017	Indian	75.0
AY714019	Indian	75.0
AY714022	Indian	75.0
AY714026	Indian	75.0
AY714027	Indian	75.0
AY714030	Indian	75.0
AY714031	Indian	75.0
AY714033	Indian	75.0
AY714034	Indian	75.0
AY714040	Indian	75.0
AY714042	Indian	75.0
AY714046	Indian	75.0
AY714048	Indian	75.0
AY714049	Indian	75.0
AY714011	Indian	75.0
AY714020	Indian	75.0
AY713978	Indian	75.0
AY713979	Indian	75.0
AY713982	Indian	75.0
AY713983	Indian	75.0
AY713984	Indian	75.0
AY713985	Indian	75.0
AY713986	Indian	75.0
AY713989	Indian	75.0
AY713990	Indian	75.0
AY713991	Indian	75.0
AY713992	Indian	75.0
AY713994	Indian	75.0
AY713995	Indian	75.0
AY713996	Indian	75.0
AY713997	Indian	75.0
AY713999	Indian	75.0
AY714000	Indian	75.0
AY714002	Indian	75.0
AY714003	Indian	75.0
AY714004	Indian	75.0
AY714007	Indian	75.0
AY714009	Indian	75.0
AY714012	Indian	75.0
AY714013	Indian	75.0
AY714014	Indian	75.0
AY714016	Indian	75.0
AY714018	Indian	75.0
AY714021	Indian	75.0
AY714023	Indian	75.0
AY714024	Indian	75.0
AY714025	Indian	75.0
AY714028	Indian	75.0
AY714029	Indian	75.0
AY714032	Indian	75.0
AY714035	Indian	75.0
AY714036	Indian	75.0
AY714037	Indian	75.0
AY714038	Indian	75.0
AY714039	Indian	75.0
AY714041	Indian	75.0
AY714043	Indian	75.0
AY714044	Indian	75.0
AY714045	Indian	75.0
AY714047	Indian	75.0
AY714050	Indian	75.0
AY714010	Indian	75.0
EU567453	Czech	78.0
HQ660225	Czech	78.0
KT698033	Czech	78.0
KT698034	Czech	78.0
KX440187	Czech	78.0
KX440223	Czech	78.0
KX440232	Czech	78.0
KX440241	Czech	78.0
KX440250	Czech	78.0
KX440255	Czech	78.0
KX440284	Czech	78.0
KX440287	Czech	78.0
KX440337	Czech	78.0
KX440362	Czech	78.0
KX358471	Finnish	246.0
KX358472	Finnish	246.0
KX358473	Finnish	246.0
KX358474	Finnish	246.0
KX358475	Finnish	246.0
KX358476	Finnish	246.0
KX358477	Finnish	246.0
KX358478	Finnish	246.0
KX358479	Finnish	246.0
KX358480	Finnish	246.0
KX358481	Finnish	246.0
KX358482	Finnish	246.0
KX358483	Finnish	246.0
KX358484	Finnish	246.0
KX358485	Finnish	246.0
KX358486	Finnish	246.0
KX358487	Finnish	246.0
KX358488	Finnish	246.0
KX358489	Finnish	246.0
KX358490	Finnish	246.0
KX358491	Finnish	246.0
KX358492	Finnish	246.0
KX358493	Finnish	246.0
KX358494	Finnish	246.0
KX358495	Finnish	246.0
KX358496	Finnish	246.0
KX358497	Finnish	246.0
KX358498	Finnish	246.0
KX358499	Finnish	246.0
KX358500	Finnish	246.0
KX358501	Finnish	246.0
KX358502	Finnish	246.0
KX358503	Finnish	246.0
KX358504	Finnish	246.0
KX358505	Finnish	246.0
KX358506	Finnish	246.0
KX358507	Finnish	246.0
KX358508	Finnish	246.0
FJ168752	Peruvian	124.0
FJ168751	Peruvian	124.0
FJ168736	Peruvian	124.0
FJ168737	Peruvian	124.0
FJ168743	Peruvian	124.0
FJ168744	Peruvian	124.0
FJ168738	Peruvian	124.0
FJ168747	Peruvian	124.0
FJ168748	Peruvian	124.0
FJ168749	Peruvian	124.0
FJ168735	Peruvian	124.0
EF177405	Portuguese	42.0
EF177406	Portuguese	42.0
EF177407	Portuguese	42.0
EF177408	Portuguese	42.0
EF177409	Portuguese	42.0
EF177410	Portuguese	42.0
EF177411	Portuguese	42.0
EF177412	Portuguese	42.0
EF177413	Portuguese	42.0
EF177414	Portuguese	42.0
EF177415	Portuguese	42.0
EF177416	Portuguese	42.0
EF177417	Portuguese	42.0
EF177418	Portuguese	42.0
EF177419	Portuguese	42.0
EF177420	Portuguese	42.0
EF177421	Portuguese	42.0
EF177422	Portuguese	42.0
EF177423	Portuguese	42.0
EF177424	Portuguese	42.0
EF177425	Portuguese	42.0
EF177426	Portuguese	42.0
EF177427	Portuguese	42.0
EF177428	Portuguese	42.0
EF177429	Portuguese	42.0
EF177430	Portuguese	42.0
EF177431	Portuguese	42.0
EF177432	Portuguese	42.0
EF177433	Portuguese	42.0
EF177434	Portuguese	42.0
EF177435	Portuguese	42.0
EF177436	Portuguese	42.0
EF177437	Portuguese	42.0
EF177438	Portuguese	42.0
EF177439	Portuguese	42.0
EF177440	Portuguese	42.0
EF177441	Portuguese	42.0
EF177442	Portuguese	42.0
EF177443	Portuguese	42.0
EF177444	Portuguese	42.0
EF177445	Portuguese	42.0
